Price,Close,High,Low,Open,Volume
2024-01-22,192.73284912109375,194.16425751836653,191.11257223144145,191.15234200232317,60133900
2024-01-23,194.01515197753906,194.58175747905844,192.67321792314553,193.8561183903394,42355600
2024-01-24,193.33921813964844,195.20800309667513,193.1801693842155,194.25372573180164,53631300
2024-01-25,193.0111846923828,195.0986578845498,191.95751323703675,194.0549212884663,54822100
2024-01-26,191.27162170410156,193.59765277461963,190.79449062577763,193.11058683739938,44594000
2024-01-29,190.5857391357422,191.05293535979936,188.44857653714126,190.8640668648328,47145600
2024-01-30,186.91773986816406,190.65530928087622,186.35114960855483,189.8004412947476,55859400
2024-01-31,183.29949951171875,185.98339811587047,183.24981004460298,185.92374345342654,55467800
2024-02-01,185.74481201171875,185.83427124755644,182.72296153753896,182.8919451500293,64885400
2024-02-02,184.7408447265625,186.21200777158808,178.18022776276848,178.78658786144558,102518000
2024-02-05,186.55990600585938,188.120543422021,184.73089088840356,187.02710222804,69668800
2024-02-06,188.17025756835938,188.18019242781668,185.6553578627436,185.74481710103248,43490800
2024-02-07,188.2795867919922,189.9097985097057,187.48435823433906,189.5022417883465,53439000
2024-02-08,187.1960906982422,188.40879563608698,186.23187856237746,188.2596969213544,40962000
2024-02-09,187.9624786376953,189.0971204380579,187.11646725876852,187.76340641648085,45155200
2024-02-12,186.27044677734375,187.78330749959082,185.91213805857674,187.53448242231033,41781900
2024-02-13,184.17037963867188,185.3348944732297,182.64757123911642,184.89695986657188,56529500
2024-02-14,183.28456115722656,184.65808055839094,181.5826059912504,184.44907598078342,54630500
2024-02-15,182.99594116210938,183.62298530484992,180.49774250244775,182.6874004528496,65434500
2024-02-16,181.4532012939453,183.98127264473297,180.816209688257,182.5579852711476,49701400
2024-02-20,180.70672607421875,181.5726325042779,179.15405998428736,180.93564089848354,53665600
2024-02-21,181.46316528320312,182.03047857973698,179.8109630738625,181.08494629412857,41529700
2024-02-22,183.50350952148438,184.09074823448796,181.60249751065342,182.61769287128237,52292200
2024-02-23,181.6622314453125,184.1703774935557,181.37358582743232,184.14051969682032,45119700
2024-02-26,180.30862426757812,181.90109579673225,179.80101134340092,181.38355052297356,40867400
2024-02-27,181.77169799804688,183.05562869813585,178.71611879819,180.24888975946536,54318900
2024-02-28,180.5673828125,182.25939032452453,179.28345207788615,181.6522565198894,48953900
2024-02-29,179.90054321289062,181.71199718953457,178.6862755375109,180.41810366151438,136682600
2024-03-01,178.81565856933594,179.68156498512658,176.54637506189474,178.70617492699984,73488000
2024-03-04,174.277099609375,176.0686281128373,172.9732433768994,175.3221528407019,81510100
2024-03-05,169.32049560546875,171.2314705105848,168.82284541599856,169.95748724050745,95132400
2024-03-06,168.3251953125,170.43524244414468,167.88726071561,170.25608047856306,68587700
2024-03-07,168.20574951171875,169.92761476617306,167.6981518296525,168.35503848083317,71765100
2024-03-08,169.92762756347656,172.8836708711805,168.14604658720506,168.20576217934803,76114600
2024-03-11,171.93812561035156,173.56046994775534,171.24141844268888,172.12723509594798,60139500
2024-03-12,172.41586303710938,173.2121062975323,170.20629520329734,172.3362371923594,59825400
2024-03-13,170.3257598876953,172.37607625258147,169.95748841772314,171.9580519129805,52488700
2024-03-14,172.18695068359375,173.49079163745046,171.24141844268888,172.0973773021251,72913500
2024-03-15,171.80874633789062,171.80874633789062,169.48969463541124,170.3655638276482,121664700
2024-03-18,172.90357971191406,176.87483361469177,172.70452267737835,174.7448914522954,75604200
2024-03-19,175.25250244140625,175.78001045706262,172.21683307682196,173.52067421691896,55215200
2024-03-20,177.830322265625,177.830322265625,174.26714497871419,174.89418909629194,53423100
2024-03-21,170.5646209716797,176.65586961417029,170.03711298613993,176.2179350177799,106181300
2024-03-22,171.4703369140625,172.23672240837217,169.26076900158964,170.95277649830084,71106600
2024-03-25,170.04708862304688,171.1319624728949,168.65365887534398,169.76840571092222,54288300
2024-03-26,168.91241455078125,170.61436949811346,168.78302065654685,169.20104494513856,57388400
2024-03-27,172.49549865722656,172.78414425918754,169.31054062211945,169.609133760084,60273300
2024-03-28,170.67410278320312,171.4205780589011,169.70866021166748,170.94283813483634,65672700
2024-04-01,169.2309112548828,170.4451788535061,168.68349304450714,170.38546326457012,46240500
2024-04-02,168.0465087890625,168.54415896803064,167.43937496323824,168.28538634231538,49329500
2024-04-03,168.8527069091797,169.87786510696628,167.78774337767854,167.9967479570679,47691700
2024-04-04,168.026611328125,171.11203328162168,168.026611328125,169.48968886138192,53704400
2024-04-05,168.7830352783203,169.5892261323792,168.15599119757314,168.79298281447828,42055200
2024-04-08,167.65835571289062,168.40483104125352,167.4493511257135,168.23563178927415,37425500
2024-04-09,168.8726043701172,169.2806811483862,167.55881583801002,167.90716183961618,42451200
2024-04-10,166.99148559570312,168.29532657810816,166.3246362072623,168.0066961691415,49709300
2024-04-11,174.2173614501953,174.63540094951088,167.36970557110288,167.54885233902874,91070300
2024-04-12,175.72027587890625,177.52176704196785,173.39127675717174,173.44102962389059,101593300
2024-04-15,171.87841796875,175.7999037342719,171.68930847441092,174.53586805138283,73531800
2024-04-16,168.583984375,172.94338974194338,167.47920033817573,170.94284143183614,73711200
2024-04-17,167.21046447753906,169.84800441976404,167.21046447753906,168.81289870293196,50901200
2024-04-18,166.2549591064453,167.8474456964944,165.7672716683895,167.24031189258443,43122900
2024-04-19,164.2245635986328,165.6179780634261,163.3088890664717,165.42888374733738,67772100
2024-04-22,165.06060791015625,166.47393259764522,163.9956444231876,164.74211969252124,48116400
2024-04-23,166.11561584472656,166.26492000363532,164.14492548116624,164.57291251221173,49537800
2024-04-24,168.2256622314453,168.50434510258808,165.42887079721268,165.75730653407012,48251800
2024-04-25,169.09158325195312,169.80820075027214,167.3597550998357,168.73327450279362,50558300
2024-04-26,168.5043487548828,170.53475474394267,168.38490238817732,169.081624768213,44838400
2024-04-29,172.6846160888672,175.20272483761752,172.28650201133235,172.555222179483,68169400
2024-04-30,169.52951049804688,174.1676137755898,169.20105955998108,172.51541154910535,65934800
2024-05-01,168.5043487548828,171.89832652202932,168.31523926242042,168.78303163206596,50383100
2024-05-02,172.21682739257812,172.6049939419865,170.08688513916925,171.69926693100732,94214900
2024-05-03,182.51817321777344,186.12115543095717,181.80155578938326,185.7727942523785,163224100
2024-05-06,180.8560333251953,183.3343214775735,179.5720873686165,181.4930249418685,78569700
2024-05-07,181.5428009033203,184.0310520954551,180.46788975294854,182.58786944143293,77305800
2024-05-08,181.88119506835938,182.20964601288568,180.59724908638574,181.9906787165348,45057100
2024-05-09,183.70260620117188,183.792179594264,181.2541604804327,181.70204263297254,48983000
2024-05-10,182.4368438720703,184.47000383075684,181.51992740382525,184.28063783698332,50759500
2024-05-13,185.65603637695312,186.47329700939974,184.00159305347216,184.81885368591878,72044800
2024-05-14,186.8021697998047,187.66926595480425,185.6659889969534,186.8819036535792,52393600
2024-05-15,189.08450317382812,190.0113806876588,186.74236879853999,187.28056849688068,70400000
2024-05-16,189.2041015625,190.45989075478766,189.02471179656044,189.83199615864385,52845200
2024-05-17,189.2340087890625,190.17086260921994,188.5463175718117,188.87521403256983,41282900
2024-05-20,190.4000701904297,191.27712733733017,188.3768712601109,188.69580666177544,44361300
2024-05-21,191.70570373535156,192.08442053272114,190.28048580582154,190.44991454290118,42309400
2024-05-22,190.26055908203125,192.17414127105863,189.63267965869522,191.6259804985601,34648500
2024-05-23,186.2540283203125,190.3602230291439,186.00486572472462,190.34028576334703,51005900
2024-05-24,189.3436279296875,189.94162421863646,187.41012383078694,188.1875250894915,36294600
2024-05-28,189.35360717773438,192.35351928350596,188.4665889665476,190.868504773859,52280100
2024-05-29,189.652587890625,191.6060292626522,188.8752018363686,188.97487295416659,53068000
2024-05-30,190.6492462158203,191.53626445370173,189.99146851693155,190.12102272627732,49947900
2024-05-31,191.6060333251953,191.92496874276912,189.27387511297837,190.79874896001851,75158300
2024-06-03,193.38006591796875,194.33685694398167,191.8751293663799,192.25384615761888,50080500
2024-06-04,193.69900512695312,194.66575720064256,192.38341934135104,193.98802704232938,47471400
2024-06-05,195.21389770507812,196.24044634116564,194.2172473626493,194.74547082752238,54156800
2024-06-06,193.8285369873047,195.84177475695034,193.51957784203586,195.03449048507352,41181800
2024-06-07,196.23048400878906,196.28031956711487,193.48969558531903,193.99798178181695,53103900
2024-06-10,192.4730987548828,196.63910486677477,191.50634675889475,196.2404356269631,97262100
2024-06-11,206.4561004638672,206.46607669963058,192.9813995595946,193.00132161576843,172373300
2024-06-12,212.35630798339844,219.46241499269527,206.20696163392407,206.67538853844061,198134300
2024-06-13,213.52236938476562,216.02395620562416,210.89121315624297,214.02069454325613,97862700
2024-06-14,211.77822875976562,214.44924427717243,210.59221246372425,213.13367378271622,70122700
2024-06-17,215.94422912597656,218.21659070332575,212.0074632920053,212.65527993528355,93728300
2024-06-18,213.5721893310547,217.89766325641614,212.28651711595563,216.86113841241473,79943300
2024-06-20,208.97763061523438,213.5223688231627,208.1504242370716,213.21339445126264,86172500
2024-06-21,206.7949981689453,211.18025387128242,206.4162661482939,209.68527826262047,246421400
2024-06-24,207.4427947998047,211.98751777765062,205.89798377862786,207.02420349475855,80727000
2024-06-25,208.36968994140625,210.67194975002218,207.91122410230182,208.44940858434205,56713900
2024-06-26,212.5356903076172,214.1402980033581,209.9344322470105,210.79155216910215,66213200
2024-06-27,213.3828582763672,215.01736433595826,211.63872006367095,213.97087836680484,49772700
2024-06-28,209.91448974609375,215.34624626528088,209.5955695452833,215.04724812174294,82542700
2024-07-01,216.02395629882812,216.78140506529675,211.2101334408119,211.37956216985054,60402900
2024-07-02,219.53216552734375,219.64179766849512,214.3794853085834,215.42595595595571,58046200
2024-07-03,220.80787658691406,220.80787658691406,218.29631357753755,219.26306558331447,37369800
2024-07-05,225.5818328857422,225.69146503075916,220.90754038733803,220.90754038733803,60412400
2024-07-08,227.056884765625,227.08678305881674,222.50218547217585,226.32931907748747,59085900
2024-07-09,227.9139862060547,228.631575647805,225.6117264169712,227.1664984715379,48076100
2024-07-10,232.1995849609375,232.2992560750062,228.48208356286247,228.53191911989683,62627700
2024-07-11,226.80772399902344,231.61157070495582,225.01375035477759,230.61492037011672,64710600
2024-07-12,229.76776123046875,231.86073301422448,227.91399100155513,228.1531925563972,53046500
2024-07-15,233.61483764648438,236.43535998230433,232.3092281117703,235.68787221439834,62631300
2024-07-16,234.033447265625,235.4785872610991,231.55178236868576,234.21283703260292,43234300
2024-07-17,228.1133270263672,230.68468664215072,225.88082486496336,228.68140979310064,57345900
2024-07-18,223.42906188964844,229.66810263837593,221.52547133243425,229.50863493701104,66034600
2024-07-19,223.5586395263672,226.04030439428965,222.53209087352224,224.06694094221692,49151500
2024-07-22,223.20982360839844,227.01702011468987,222.34272744507626,226.24959507146193,48201800
2024-07-23,224.25628662109375,226.17982967750157,221.93408951337017,223.61843101438217,39960300
2024-07-24,217.8079376220703,224.04697788212746,216.40267233593048,223.24965464543004,61777600
2024-07-25,216.76148986816406,220.11023564894725,213.9010930254534,218.19665359620475,51391200
2024-07-26,217.2299041748047,218.75477790382115,215.2864239407029,217.96741565742542,41601300
2024-07-29,217.50897216796875,218.5654190781,215.0273073866339,216.23326096996,36311800
2024-07-30,218.06710815429688,219.5919820328496,215.39607720378967,218.45580119769897,41643800
2024-07-31,221.3361053466797,223.07028238181744,219.89096542123676,220.6982497488722,50036300
2024-08-01,217.62855529785156,223.72805013234773,216.29304757526307,223.618417993468,62501000
2024-08-02,219.12355041503906,224.84432899946665,216.98075820790513,218.41592196270943,105568600
2024-08-05,208.56903076171875,212.7848576409039,195.3434758670593,198.423121913284,119548600
2024-08-06,206.5358428955078,209.28660752946874,200.39648844230862,204.61231506511243,69660500
2024-08-07,209.11717224121094,212.92436846093156,205.69865382063958,206.20693999643444,63516400
2024-08-08,212.59547424316406,213.4824924067945,208.13048513245963,212.39614722358988,47161100
2024-08-09,215.51568603515625,216.05387055494424,211.259984607228,211.38955402452135,42201600
2024-08-12,217.0522918701172,219.02793942662467,215.12653755613,215.59550663031672,38028100
2024-08-13,220.78408813476562,221.4027217224782,218.52904142421028,218.52904142421028,44155300
2024-08-14,221.23309326171875,222.54021400164925,219.21752501736546,220.08562480803565,41960600
2024-08-15,224.22650146484375,224.8551228159093,222.27079905335071,224.10676986474735,46414000
2024-08-16,225.5535888671875,226.33187474025672,223.15885022096822,223.42826155403992,44340200
2024-08-19,225.3939208984375,225.49370737790127,222.55017371179113,225.22429606357244,40687800
2024-08-20,226.0125732421875,226.6711275207631,224.95490346311303,225.27420804373648,30299000
2024-08-21,225.90281677246094,227.47934890039068,224.55579052395228,226.0225636042008,34765500
2024-08-22,224.0369110107422,227.8385414771675,223.4082896744648,227.28974628083643,43695300
2024-08-23,226.3418426513672,227.7188169640382,223.83736023691762,225.16444130741013,38677300
2024-08-26,226.68109130859375,226.7808777924977,223.39832305195915,226.2620154817008,30602200
2024-08-27,227.52923583984375,228.34744239539063,224.39613201364162,225.50369501854036,35934600
2024-08-28,225.99261474609375,229.35520907583674,225.18438078371824,227.4194670399241,38052200
2024-08-29,229.28536987304688,232.4085012026452,228.37737982242845,229.59470189609323,51906300
2024-08-30,228.49710083007812,229.89402024722435,226.98043458769098,229.6844899472923,52990800
2024-09-03,222.28079223632812,228.4971066385697,220.68429981162342,228.04809790202157,50190600
2024-09-04,220.36500549316406,221.29295584608857,217.0023958735564,221.17322424578342,43840200
2024-09-05,221.8916473388672,224.98483044961614,221.03353533260162,221.14329437614535,36615400
2024-09-06,220.33506774902344,224.74535922490057,219.2873705935476,223.45818364879955,48423000
2024-09-09,220.4248809814453,220.7840910234286,216.23410730849415,220.3350822772696,67180000
2024-09-10,219.62661743164062,220.9936039050013,216.25403537150672,218.43922835246784,51591000
2024-09-11,222.17103576660156,222.6000841658612,217.41150656335964,220.97367404683663,44587100
2024-09-12,222.28079223632812,223.0590781064196,219.33727360197898,222.01138090428717,37498200
2024-09-13,222.01136779785156,223.54797910505988,221.42266715079168,223.08899783711732,36766600
2024-09-16,215.84495544433594,216.74297289953918,213.4502168549942,216.0644583037111,59357400
2024-09-17,216.31390380859375,216.42366284814068,214.02893954474482,215.27619443719672,45519300
2024-09-18,220.20535278320312,222.22092099435915,217.06226125375574,217.07224903728172,59894900
2024-09-19,228.3673858642578,229.31531179988679,224.1367068474718,224.49591687958383,66781300
2024-09-20,227.6988525390625,232.57811312113958,227.12012443578536,229.46496974860833,318679900
2024-09-23,225.97265625,228.94610768522742,225.31410200503296,226.8407407931877,54146000
2024-09-24,226.8706817626953,228.8463445678705,225.2342838755063,228.14786961487798,43556100
2024-09-25,225.8728790283203,226.79085685048213,223.52804884217394,224.43603888049125,42308700
2024-09-26,227.02035522460938,227.99819881641105,224.9149883158055,226.80083714120576,36636700
2024-09-27,227.2897491455078,229.01596089620384,226.80083496693393,227.9582911728241,34026000
2024-09-30,232.48831176757812,232.48831176757812,229.1456625683617,229.5348054854851,54541900
2024-10-01,225.71322631835938,229.14565893600417,223.24864947388588,229.0159547825387,63285000
2024-10-02,226.28196716308594,226.8706678098605,222.53022998119604,225.3939223013361,32880600
2024-10-03,225.17440795898438,226.3119038145279,222.82957789090332,224.64557310138042,34044200
2024-10-04,226.30194091796875,227.49930262356304,223.63780617480538,227.39951613756347,37245100
2024-10-07,221.2031707763672,225.19438676879486,220.84396072803747,224.0069975750027,39505400
2024-10-08,225.27420043945312,225.4837307412941,222.75973024040246,223.80742742544692,31855700
2024-10-09,229.03591918945312,229.24546472466872,224.33627096325682,224.73538646570117,33591100
2024-10-10,228.53700256347656,228.99599906464633,226.67111410985407,227.279775108536,28183500
2024-10-11,227.05029296875,228.9062089337624,226.84074743911052,228.79644988971887,31759200
2024-10-14,230.79205322265625,231.22110160659443,228.09798564307096,228.19775690140833,39882100
2024-10-15,233.33645629882812,236.9684620133565,231.85969551276995,233.0969778733182,64751400
2024-10-16,231.27099609375,231.61024577942743,229.33525401328018,231.09139869260778,34082200
2024-10-17,231.6401824951172,233.3364614020046,230.0137723986246,232.9173703418766,32993800
2024-10-18,234.4839324951172,235.66133386929857,233.4961010856326,235.66133386929857,46431500
2024-10-21,235.96067810058594,236.32987592195377,233.9351372634737,233.9351372634737,36254500
2024-10-22,235.342041015625,235.70125104779564,232.08920560922664,233.376366009758,38846600
2024-10-23,230.25323486328125,234.62362105235994,227.25982300232985,233.56595129753524,52287000
2024-10-24,230.06365966796875,230.31311065070702,227.90839952304313,229.4749437774939,31109500
2024-10-25,230.9018096923828,232.7078323586645,229.0658541264054,229.23547896644118,38802300
2024-10-28,232.88743591308594,234.21451699403664,232.03931169048735,232.80762499530724,36087100
2024-10-29,233.15684509277344,233.815399347975,231.8098189074392,232.58810476348472,35417200
2024-10-30,229.59469604492188,232.95729049985403,229.04590082483264,232.09917848988178,47070900
2024-10-31,225.4138946533203,229.325284321648,224.8750719925984,228.83635490362704,64370100
2024-11-01,222.4204864501953,224.8551305713263,219.78628458026085,220.48474431371312,65276700
2024-11-04,221.52244567871094,222.3007315284092,219.2275088130919,220.5046966292777,44944500
2024-11-05,222.95928955078125,223.45819152571042,220.65436486265338,221.31291912362707,28111300
2024-11-06,222.23089599609375,225.5735453041769,220.7042571772517,222.12113695305962,54561100
2024-11-07,226.98043823242188,227.37956894750107,224.0768403097807,224.13670611072257,42137700
2024-11-08,226.7107391357422,228.4088689967903,226.16134014604208,226.92049995960826,38328800
2024-11-11,223.98373413085938,225.45212091614073,221.25673663335022,224.7528927426808,42005600
2024-11-12,223.98373413085938,225.34224111445195,223.11469448970428,224.30339000560164,40398300
2024-11-13,224.8727569580078,226.4010754152989,222.5153482196322,223.76397540644066,48566200
2024-11-14,227.9693603515625,228.61864039722624,224.7528954725484,224.77287777547028,44923900
2024-11-15,224.7528839111328,226.67077335813082,224.023689933323,226.15134020310103,47923700
2024-11-18,227.7695770263672,229.4876892234719,224.92270099550518,225.00261496304853,44686000
2024-11-19,228.02928161621094,229.90722171238716,226.41106572007726,226.73070634208972,36211800
2024-11-20,228.7484893798828,229.67746064503265,225.64190448211673,227.80951934283004,35169600
2024-11-21,228.26902770996094,229.90722593821596,225.46211628612434,228.6286329426038,42108300
2024-11-22,229.61753845214844,230.46661102927646,227.80952873867182,227.80952873867182,38168300
2024-11-25,232.61424255371094,232.99383009111634,229.48769048234254,231.2058026888721,90152800
2024-11-26,234.8018341064453,235.31128373473052,233.07373841155265,233.07373841155265,45986200
2024-11-27,234.67198181152344,235.43115689965902,233.55321672420507,234.21249554010248,33498400
2024-11-29,237.06935119628906,237.5488197625333,233.71304074851764,234.55211454995276,28481400
2024-12-02,239.3268585205078,240.52553753151284,236.89953466637493,237.00941446483552,48137100
2024-12-03,242.3834991455078,242.49337894569658,238.6376176509325,239.54662188503684,38861000
2024-12-04,242.74310302734375,243.84190102311462,240.9850414761411,242.60325739533934,44383900
2024-12-05,242.7730712890625,244.2714238935446,241.86408229295347,243.72204013219255,40033900
2024-12-06,242.5732879638672,244.3613305629988,241.8141281502541,242.6432183998472,36870600
2024-12-09,246.47900390625,246.96847124510987,241.48449521514058,241.56440918324205,44649200
2024-12-10,247.4978790283203,247.93739821602466,245.0705399660552,246.61884065291167,36914800
2024-12-11,246.2192840576172,250.52454792031958,245.98952569372008,247.68767076725757,45205800
2024-12-12,247.68768310546875,248.46682524629017,245.41017310687806,246.61885092340057,32777500
2024-12-13,247.85748291015625,249.01619729452798,245.96955931284188,247.54782582286595,33155300
2024-12-16,250.7642822265625,251.10392039685559,247.3780059899919,247.71764416028498,51694800
2024-12-17,253.20159912109375,253.5512208135588,249.50566587259755,249.80533943156328,51356400
2024-12-18,247.77757263183594,254.0007260278641,247.46791553993853,251.88305927654196,56774100
2024-12-19,249.51565551757812,251.72323503929724,246.81862390484895,247.22817727073837,60882300
2024-12-20,254.21051025390625,254.71994465608725,245.42017186050566,247.76758181309805,147495300
2024-12-23,254.98965454101562,255.36922684225433,253.17164603591402,254.49020366493687,40858800
2024-12-24,257.91644287109375,257.92641115938613,255.0096198916901,255.2094124344067,23234700
2024-12-26,258.7355041503906,259.81433504408284,257.34704665632455,257.90642916266114,27237100
2024-12-27,255.30929565429688,258.41589596104086,252.78207543596488,257.54682582842287,42355300
2024-12-30,251.9230194091797,253.22159473829512,250.47461491371794,251.95298524244893,35557500
2024-12-31,250.1449737548828,253.00183336212825,249.15605553782555,252.16275955239965,39480700
2025-01-02,243.5821990966797,248.826433311358,241.55442975303322,248.65660659999048,55740700
2025-01-03,243.0927276611328,243.91181916074598,241.624340886356,243.0927276611328,40244100
2025-01-06,244.73092651367188,247.05836939894766,242.93290033169586,244.04168187374515,45045600
2025-01-07,241.94400024414062,245.28032844029428,241.08494412707995,242.71314361950866,40856000
2025-01-08,242.43344116210938,243.44234164075266,239.78635773622742,241.65429905026372,37628900
2025-01-10,236.58987426757812,239.8962364632009,232.74409661721964,239.7463920626497,61710900
2025-01-13,234.14256286621094,234.41227060505477,229.46771001708314,233.27352322575203,49630700
2025-01-14,233.02378845214844,235.8606656353981,232.21468051006943,234.49217517741417,39435300
2025-01-15,237.60874938964844,238.6975638581554,234.17252500331003,234.38230107288462,39832000
2025-01-16,228.00930786132812,237.74859991927732,227.7795647267042,237.089336348529,71759100
2025-01-17,229.7274169921875,232.03487756376998,228.22906438809179,231.86506609768284,68488300
2025-01-21,222.39547729492188,224.17352112887505,219.13906319002535,223.75398423747347,98070400
2025-01-22,223.58416748046875,223.87384226456615,219.54859611049605,219.54859611049605,64126500
2025-01-23,223.41436767578125,226.78066167492807,222.05586069453574,224.493183388126,60234800
2025-01-24,222.5353240966797,225.38220009721186,221.16683361690275,224.53312753788666,54697900
2025-01-27,229.6075439453125,231.89502211760887,223.73399710835045,223.77396171163917,94863400
2025-01-28,237.99832153320312,239.9262098046868,230.55650666713984,230.59647127201654,75707600
2025-01-29,239.0971221923828,239.5965730646729,233.75299176206667,233.86287156365174,45486100
2025-01-30,237.3290557861328,240.52553823889048,236.94948349745044,238.40787147181928,55658300
2025-01-31,235.74081420898438,246.91852728753366,233.18362815459494,246.91852728753366,101075100
2025-02-03,227.75958251953125,231.5753945205246,225.45212191586603,229.73741895869952,73063300
2025-02-04,232.54432678222656,232.87396618357337,226.40107197135944,227.00041910872287,45067300
2025-02-05,232.21469116210938,232.4144684638066,228.0193068583431,228.27901582634638,39620300
2025-02-06,232.9638671875,233.54323203112875,230.17692277145878,231.0359788855247,29925300
2025-02-07,227.3800048828125,233.74300400322835,227.0104008794231,232.3445476829273,39707200
2025-02-10,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600
2025-02-11,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400
2025-02-12,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300
2025-02-13,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100
2025-02-14,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200
2025-02-18,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500
2025-02-19,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200
2025-02-20,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900
2025-02-21,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400
2025-02-24,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400
2025-02-25,247.0399932861328,250.0,244.91000366210938,248.0,48013300
2025-02-26,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600
2025-02-27,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600
2025-02-28,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400
2025-03-03,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000
2025-03-04,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53724800
